Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background,tag
"809.632,288.57","723.426,284.556","652.877,268.893","601.943,437.382","568.576,590.244","788.025,304.133","782.183,439.352","784.17,572.633","584.294,376.652","525.579,370.756","647.005,480.463","570.643,715.591","639.168,384.462","729.291,496.213","680.394,695.964","807.59,272.764","825.3,274.771","766.487,216.043","0.0,0.0","729.286,715.591","0.0,0.0","664.693,699.988","0.0,0.0","0.0,0.0","580.398,715.637",0,1
"813.514,284.575","723.41,284.594","650.953,266.963","603.871,431.472","568.58,590.267","788.068,304.183","784.169,439.321","782.229,574.524","586.289,382.473","527.488,374.691","647.045,482.431","570.622,715.599","641.137,386.476","729.326,505.906","680.392,696.003","807.707,263.066","827.301,268.909","766.524,214.049","0.0,0.0","729.273,715.587","0.0,0.0","664.693,701.867","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"819.385,274.879","725.325,284.594","650.953,264.982","603.855,431.465","568.572,590.245","789.953,306.123","784.166,435.411","782.213,574.563","586.318,384.475","527.529,378.628","648.891,480.502","570.618,715.603","639.209,394.269","731.267,505.924","680.391,696.014","811.578,259.109","835.103,259.178","766.52,212.05","0.0,0.0","727.366,715.595","729.261,699.884","664.68,701.892","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"817.486,274.752","723.42,284.581","650.928,264.998","601.999,429.544","568.577,590.162","790.036,306.105","786.122,433.486","782.182,574.586","586.252,392.294","527.48,384.469","648.889,480.552","570.652,715.604","637.264,398.26","733.249,500.107","680.377,697.871","809.674,257.126","836.941,259.063","764.612,210.101","0.0,0.0","727.345,715.593","0.0,0.0","666.582,715.584","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"817.447,274.814","723.409,284.562","650.937,263.039","601.987,427.582","568.569,588.273","791.927,306.138","787.998,435.465","784.112,574.579","584.308,390.382","527.492,384.545","648.894,482.429","572.531,715.607","637.243,398.251","735.159,504.012","680.386,697.868","807.737,257.118","833.147,259.093","764.587,208.184","0.0,0.0","727.319,715.597","727.329,699.889","666.598,715.583","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"813.517,274.703","725.343,284.545","652.865,263.026","602.007,425.627","568.596,588.288","792.042,306.127","788.044,435.458","782.22,574.578","586.261,394.255","527.525,386.442","648.919,482.469","572.547,715.606","639.207,400.157","735.155,503.988","680.375,696.028","807.692,255.159","829.208,259.076","766.496,204.24","0.0,0.0","727.318,715.599","727.31,699.896","666.575,715.581","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"819.408,272.859","725.382,284.588","652.864,261.116","601.941,425.641","568.581,588.225","795.885,306.208","788.068,437.421","782.207,574.571","584.323,394.252","527.533,386.453","648.924,482.453","572.544,715.604","639.158,400.154","735.158,503.991","680.349,696.04","811.554,251.248","835.07,257.129","768.456,198.432","0.0,0.0","725.393,715.597","725.361,699.88","666.547,715.582","0.0,0.0","0.0,0.0","580.37,715.642",0,1
"821.336,272.755","727.262,282.641","654.833,261.116","601.954,423.671","568.591,588.223","795.908,306.097","788.071,437.41","782.213,574.544","584.296,394.274","529.445,386.438","648.95,482.465","572.56,715.597","637.203,400.191","735.21,502.018","680.357,697.907","815.517,247.367","836.935,257.121","768.512,196.513","0.0,0.0","727.323,715.598","727.318,699.897","666.556,715.587","0.0,0.0","0.0,0.0","578.446,715.643",0,1
"823.262,268.911","727.331,282.622","654.882,261.034","601.897,427.57","568.587,588.234","799.801,306.167","788.087,439.359","782.161,576.462","584.296,392.34","529.468,384.527","648.925,482.481","572.58,715.596","637.203,400.162","737.131,502.021","680.339,697.896","819.436,243.532","837.039,253.236","772.371,196.359","0.0,0.0","727.353,715.599","727.346,699.895","666.537,715.586","0.0,0.0","0.0,0.0","578.42,715.641",0,1
"825.273,262.995","727.301,278.727","656.788,259.145","602.027,423.663","568.593,588.213","797.867,304.182","788.104,439.319","782.187,574.535","584.282,394.262","531.427,384.512","648.941,482.434","572.584,715.589","635.292,400.191","735.162,500.11","680.328,697.899","821.363,243.366","839.024,245.437","772.373,194.511","0.0,0.0","727.344,715.595","727.347,698.062","664.694,715.585","0.0,0.0","0.0,0.0","576.47,715.638",0,1
"827.235,259.214","727.391,282.605","658.753,261.04","602.019,421.725","568.586,588.224","801.772,306.061","788.1,439.376","782.162,574.554","584.313,394.266","531.398,384.473","648.925,482.415","572.573,715.593","637.237,400.241","735.156,502.035","680.333,697.895","821.403,241.419","839.099,243.485","772.365,194.481","0.0,0.0","727.357,715.594","727.373,698.058","666.538,715.586","0.0,0.0","0.0,0.0","576.491,715.64",0,1
"829.202,259.169","729.263,282.593","658.786,259.17","602.012,419.781","568.586,588.189","801.795,306.072","788.074,439.347","780.215,572.633","584.341,394.302","531.432,384.462","648.924,480.531","572.55,715.59","639.175,402.13","733.24,502.046","680.311,697.885","823.328,239.493","839.094,243.466","772.339,192.485","0.0,0.0","725.401,715.592","0.0,0.0","664.694,715.584","0.0,0.0","0.0,0.0","574.509,715.638",0,1
"829.207,259.038","729.254,282.577","658.788,259.139","601.998,423.652","568.576,588.197","801.772,304.224","789.915,439.348","780.2,572.641","586.25,394.257","531.426,382.581","648.899,480.538","572.522,715.595","643.071,402.119","733.198,505.917","680.357,696.029","823.326,235.609","839.105,243.359","772.339,190.522","0.0,0.0","727.292,715.589","0.0,0.0","666.551,715.582","0.0,0.0","0.0,0.0","576.476,715.642",0,1
"829.188,257.069","729.265,282.598","658.778,259.123","601.959,421.71","568.595,588.194","803.694,306.082","788.077,443.199","780.219,574.545","584.318,394.275","531.402,384.449","648.898,482.456","572.51,715.597","641.112,402.098","733.211,505.928","680.333,697.898","823.277,229.757","839.086,241.402","772.318,190.508","0.0,0.0","727.279,715.591","0.0,0.0","666.543,715.587","0.0,0.0","0.0,0.0","578.416,715.644",0,1
"831.197,253.26","729.25,282.622","658.789,259.146","601.872,423.677","568.58,588.184","801.74,304.229","788.043,443.192","778.301,574.556","584.34,394.251","529.483,382.565","648.893,482.473","570.642,715.601","643.068,400.243","733.219,505.959","680.323,697.898","821.448,227.77","841.002,237.506","770.459,186.598","0.0,0.0","725.386,715.594","725.384,699.875","666.537,715.587","0.0,0.0","0.0,0.0","576.49,715.643",0,1
"831.202,251.29","729.29,284.547","660.717,261.046","601.913,421.692","568.601,588.208","801.759,304.226","788.072,441.265","778.303,574.54","584.289,394.265","529.471,382.559","648.888,482.492","570.659,715.602","641.116,402.16","735.148,505.978","680.336,697.914","823.263,225.889","842.9,231.709","772.325,182.715","0.0,0.0","725.375,715.594","0.0,0.0","666.548,715.588","0.0,0.0","0.0,0.0","576.473,715.645",0,1
"833.121,247.384","729.234,286.462","658.765,261.096","601.906,423.688","568.605,588.186","801.739,306.088","788.056,439.336","778.296,574.507","584.335,394.259","527.541,382.567","648.892,484.387","570.642,715.601","643.106,402.175","733.239,505.914","680.338,697.914","821.424,225.695","842.933,227.868","770.432,180.843","0.0,0.0","725.374,715.596","725.366,699.893","666.55,715.587","0.0,0.0","0.0,0.0","574.513,715.645",0,1
"836.953,245.361","727.375,286.506","658.743,263.035","601.903,425.632","568.619,588.178","801.734,306.083","788.052,439.348","778.31,572.637","584.31,394.271","529.441,382.575","648.883,484.409","570.62,715.603","643.063,402.164","733.253,505.925","680.343,697.903","823.405,223.779","842.958,227.84","770.463,180.825","0.0,0.0","725.362,715.596","725.351,699.901","666.538,715.585","0.0,0.0","0.0,0.0","574.528,715.643",0,1
"836.94,243.453","727.376,286.488","656.833,263.024","601.887,423.696","568.619,588.184","799.852,306.075","788.071,441.257","778.306,572.634","584.335,396.192","529.446,382.541","648.864,484.425","570.634,715.603","641.126,404.12","733.237,504.018","680.349,697.886","823.376,219.882","844.867,227.719","772.323,180.773","0.0,0.0","725.371,715.595","725.379,699.884","664.696,715.582","0.0,0.0","0.0,0.0","574.508,715.643",0,1
"837.051,241.475","727.361,286.484","656.83,263.035","601.864,423.669","568.612,588.2","801.737,306.075","788.092,441.295","778.294,572.63","584.301,396.27","527.52,382.545","647.049,482.488","570.615,715.6","639.18,407.988","733.258,504.006","680.359,697.877","823.429,214.04","848.806,225.739","770.434,180.765","0.0,0.0","725.363,715.596","725.358,699.907","666.546,715.582","0.0,0.0","0.0,0.0","570.611,715.643",0,1
"838.937,241.397","727.358,286.502","656.801,263.047","601.875,425.595","568.594,588.228","801.781,306.07","788.082,441.265","778.315,572.629","584.337,398.15","529.458,382.545","647.043,482.486","570.601,715.6","639.195,409.955","733.251,504.01","680.341,697.88","825.274,212.179","850.797,223.769","770.422,180.774","0.0,0.0","725.352,715.594","725.352,699.884","664.608,701.902","0.0,0.0","0.0,0.0","570.59,715.643",0,1
"838.954,241.37","727.379,286.524","658.778,263.024","601.891,423.657","568.622,588.223","801.791,306.127","788.06,439.356","778.314,572.636","584.311,398.159","529.45,382.564","647.04,486.366","570.639,715.595","639.168,409.944","735.2,505.964","680.377,696.029","827.276,212.141","850.766,223.798","770.459,180.788","0.0,0.0","725.379,715.592","0.0,0.0","664.631,701.866","0.0,0.0","0.0,0.0","570.617,715.639",0,1
"839.036,239.438","727.398,286.517","658.762,263.059","601.86,425.603","568.617,588.253","801.813,306.067","788.08,437.396","778.339,572.584","586.239,398.175","529.467,382.581","648.875,486.364","572.52,715.589","641.134,409.98","739.047,505.924","680.378,696.03","831.134,211.995","852.666,219.948","772.37,180.775","0.0,0.0","725.402,715.59","0.0,0.0","664.629,701.87","0.0,0.0","0.0,0.0","572.538,715.637",0,1
"839.029,237.512","727.39,288.399","656.827,264.979","600.029,425.628","568.613,588.246","803.712,306.093","789.949,439.356","780.23,572.564","586.242,398.162","529.454,384.441","648.914,486.333","572.53,715.599","643.099,409.938","739.103,505.947","680.374,696.032","829.195,210.152","852.687,217.944","772.353,180.753","0.0,0.0","725.404,715.59","0.0,0.0","664.625,701.865","0.0,0.0","0.0,0.0","572.587,715.641",0,1
"840.957,235.597","729.262,288.421","658.765,266.921","600.023,425.628","568.611,588.244","803.735,306.1","789.92,439.32","780.246,570.643","588.198,398.253","531.429,384.444","648.925,486.36","572.542,715.595","645.05,413.813","739.066,507.84","682.191,696.01","833.13,210.147","852.742,217.962","772.353,180.782","0.0,0.0","727.278,715.587","0.0,0.0","664.646,699.964","0.0,0.0","0.0,0.0","572.56,715.639",0,1
"842.903,235.626","729.297,288.423","660.707,266.928","601.846,423.66","568.628,588.2","803.764,306.09","789.922,439.34","780.27,570.608","586.318,398.217","531.431,382.576","648.933,488.295","572.54,715.6","645.03,413.818","739.082,505.971","680.401,696.023","835.071,210.176","852.806,219.902","772.393,182.667","0.0,0.0","725.408,715.59","0.0,0.0","664.651,699.981","0.0,0.0","0.0,0.0","574.512,715.643",0,1
"844.898,237.558","729.312,288.444","662.654,266.94","599.922,421.701","568.633,588.192","803.775,306.132","789.919,441.255","780.282,570.619","586.291,400.161","531.432,384.51","648.936,486.365","572.534,715.597","643.093,413.901","739.106,505.979","680.4,696.032","836.945,210.214","854.678,219.903","772.416,182.76","0.0,0.0","727.305,715.589","0.0,0.0","664.643,699.981","0.0,0.0","0.0,0.0","574.534,715.641",0,1
"848.755,237.524","729.324,288.466","660.749,266.943","599.931,417.785","568.636,588.193","805.61,306.165","789.938,439.335","780.281,570.642","586.296,400.12","531.401,384.519","648.923,488.305","572.541,715.608","643.097,413.861","741.002,505.972","682.202,696.032","837.009,210.182","856.606,217.981","774.282,184.633","0.0,0.0","727.341,715.59","0.0,0.0","664.646,699.977","0.0,0.0","0.0,0.0","574.533,715.642",0,1
"850.693,237.545","729.333,288.475","662.661,266.949","599.915,417.801","568.637,588.185","803.773,306.163","789.96,439.361","782.18,570.605","588.2,398.192","531.413,382.575","648.918,488.313","572.559,715.615","643.12,411.937","741.032,505.942","682.201,697.865","837.033,210.159","856.675,216.042","774.305,184.627","0.0,0.0","727.329,715.591","0.0,0.0","664.652,699.986","0.0,0.0","0.0,0.0","572.581,715.644",0,1
"850.794,235.601","729.337,288.488","662.666,266.939","599.926,415.93","568.639,586.347","803.746,306.195","789.951,441.281","782.204,570.573","588.202,398.197","531.408,382.53","648.882,488.297","572.521,715.617","643.096,413.807","741.053,505.919","682.228,696.036","837.063,210.103","858.649,214.087","774.349,184.633","0.0,0.0","727.338,715.593","0.0,0.0","664.683,699.975","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"852.627,233.623","729.349,288.455","662.699,264.983","598.032,417.813","568.617,586.34","805.618,306.185","789.967,441.282","784.143,568.668","588.224,398.182","531.42,382.512","648.93,488.277","572.546,715.607","643.091,411.897","741.068,503.988","682.249,696.016","837.061,210.032","860.593,214.021","774.406,182.699","0.0,0.0","727.338,715.59","0.0,0.0","664.703,699.964","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"852.703,229.794","729.369,288.433","664.583,264.957","599.913,417.84","568.631,586.275","805.627,306.151","789.959,439.35","784.156,568.636","588.248,396.24","533.369,380.583","648.891,488.313","572.557,715.607","645.061,408.016","741.054,503.967","682.277,697.866","837.125,208.091","860.588,212.12","774.442,180.826","0.0,0.0","727.353,715.593","0.0,0.0","666.581,699.977","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"852.731,227.861","731.284,288.455","664.637,263.026","599.965,417.827","568.636,586.248","805.669,310.024","789.941,439.348","782.225,570.574","588.228,392.308","533.376,378.591","648.87,488.329","572.592,715.608","647.026,402.119","741.051,503.955","682.248,697.887","838.962,204.234","862.495,212.075","776.276,180.765","0.0,0.0","727.329,715.589","0.0,0.0","666.571,701.878","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"852.764,227.773","731.223,288.429","662.711,263.021","600.002,417.82","570.518,586.22","805.647,308.072","789.946,437.388","786.09,564.745","590.226,386.454","531.439,372.754","647.025,492.147","572.617,715.601","650.902,400.166","741.006,503.999","682.243,697.869","839.025,202.296","864.453,212.003","776.309,180.708","0.0,0.0","727.33,715.588","0.0,0.0","666.56,699.991","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"852.79,227.731","729.374,286.509","662.687,261.107","601.841,415.873","570.504,584.314","805.669,306.077","790.021,437.355","786.084,568.619","590.222,384.492","531.421,370.758","647.003,488.353","572.619,715.602","649.016,400.107","741.013,505.9","682.258,697.87","839.06,200.347","864.487,210.202","776.312,178.851","0.0,0.0","727.31,715.587","0.0,0.0","666.589,701.866","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"854.612,225.887","731.256,286.494","664.59,261.087","601.866,415.874","568.667,584.316","805.654,306.083","790.02,435.462","786.117,566.702","592.169,382.566","531.446,368.776","646.954,484.414","572.616,715.606","648.985,398.22","741.002,505.895","682.284,697.877","839.096,200.296","866.406,210.108","776.32,178.826","0.0,0.0","727.317,715.585","0.0,0.0","666.615,701.864","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"854.608,225.739","731.252,284.565","664.6,259.158","601.847,417.783","568.67,584.279","805.615,306.07","790.016,433.515","786.083,568.6","598.019,382.511","531.431,366.872","645.065,488.301","572.524,715.61","652.873,398.133","740.991,505.983","682.314,696.031","839.013,196.413","866.413,206.228","776.293,178.746","0.0,0.0","727.305,715.586","0.0,0.0","666.633,699.958","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"854.645,223.87","731.282,280.681","664.624,259.088","600.009,415.836","568.631,582.377","805.621,304.183","789.994,431.59","786.115,562.782","594.101,382.489","529.492,366.85","646.934,486.345","572.51,715.601","650.971,398.146","739.116,505.974","682.317,697.873","839.028,196.357","866.422,204.273","776.294,178.716","0.0,0.0","727.329,715.589","0.0,0.0","666.638,699.968","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"854.597,223.789","733.186,276.775","664.656,257.106","601.855,413.834","568.635,576.522","805.622,304.098","789.997,431.52","784.119,562.748","594.118,380.591","533.366,364.914","646.96,484.424","572.606,697.941","650.992,396.248","739.097,503.998","682.357,697.876","838.996,194.502","866.364,204.238","776.292,174.855","0.0,0.0","727.295,715.585","0.0,0.0","668.538,701.864","0.0,0.0","0.0,0.0","0.0,0.0",0,1
"854.592,217.99","735.149,274.87","666.558,255.146","600.007,411.87","568.67,574.528","805.685,304.087","790.021,431.433","784.164,556.923","599.984,380.591","535.354,362.956","645.08,480.556","570.65,699.894","652.886,396.216","735.206,505.904","684.202,696.009","838.991,194.405","864.484,198.451","776.246,174.853","0.0,0.0","727.304,715.586","0.0,0.0","668.544,699.921","0.0,0.0","0.0,0.0","0.0,0.0",0,1
